Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA authorized generic,21121,methylphenidate hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20180914,Central Nervous System Stimulant,2000,AMERICAN HEALTH PACKAGING,2014/08/21-; completed:2016/05/12-2017/10/31,68084-816; 68084-829; 68084-833; 68084-890,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/15b53374-8d97-496b-9561-1f4f3568926b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15b53374-8d97-496b-9561-1f4f3568926b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=15b53374-8d97-496b-9561-1f4f3568926b,15b53374-8d97-496b-9561-1f4f3568926b
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,078458;200886,Methylphenidate Hydrochloride (LA),METHYLPHENIDATE HYDROCHLORIDE,20180320,Central Nervous System Stimulant,,MAYNE PHARMA,2016/08/03-; 2017/02/20-; 2018/02/27-,51862-262; 51862-263; 51862-264; 51862-265; 51862-267,4B3SC438HI,Methylphenidate Hydrochloride,Methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/127b4225-7d95-43e6-9514-cc1c7d1fbf9b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=127b4225-7d95-43e6-9514-cc1c7d1fbf9b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=127b4225-7d95-43e6-9514-cc1c7d1fbf9b,127b4225-7d95-43e6-9514-cc1c7d1fbf9b
HUMAN PRESCRIPTION DRUG LABEL,"TABLET; TABLET, EXTENDED RELEASE",ORAL,ANDA,040300;075629,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20180219,Central Nervous System Stimulant,,SPECGX LLC,2011/03/18-,0406-1142; 0406-1144; 0406-1146; 0406-1445; 0406-1473,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/981a2ad8-33f7-4678-9162-9df9685bd4a6/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=981a2ad8-33f7-4678-9162-9df9685bd4a6,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=981a2ad8-33f7-4678-9162-9df9685bd4a6,981a2ad8-33f7-4678-9162-9df9685bd4a6
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,202608,Methylphenidate Hydrochloride Extended-Release,METHYLPHENIDATE HYDROCHLORIDE,20180213,Central Nervous System Stimulant,2000,SPECGX LLC,2012/12/28-; 2013/03/13-; 2013/03/25-,0406-0127; 0406-0136; 0406-0154,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b1b0f2ff-d9df-42ab-b471-226ecf97e075/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b1b0f2ff-d9df-42ab-b471-226ecf97e075,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b1b0f2ff-d9df-42ab-b471-226ecf97e075,b1b0f2ff-d9df-42ab-b471-226ecf97e075
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,203583,Methylphenidate Hydrochloride Extended-Release,METHYLPHENIDATE HYDROCHLORIDE,20180119,Central Nervous System Stimulant,,SPECGX LLC,2015/09/29-,0406-1810; 0406-1820; 0406-1830; 0406-1840; 0406-1850; 0406-1860,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9e11e093-4ff3-4bed-8fe9-3ee460b47303/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9e11e093-4ff3-4bed-8fe9-3ee460b47303,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9e11e093-4ff3-4bed-8fe9-3ee460b47303,9e11e093-4ff3-4bed-8fe9-3ee460b47303
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,78458,Methylphenidate Hydrochloride (LA),METHYLPHENIDATE HYDROCHLORIDE,20180108,Central Nervous System Stimulant,,TEVA PHARMACEUTICALS USA INC,2018/01/02-,0093-3230; 0093-3231; 0093-3232,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4b9517d2-d26b-439c-b19e-b7932c403247/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4b9517d2-d26b-439c-b19e-b7932c403247,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4b9517d2-d26b-439c-b19e-b7932c403247,4b9517d2-d26b-439c-b19e-b7932c403247
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,207884,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20171109,Central Nervous System Stimulant,,LUPIN PHARMACEUTICALS INC,2015/11/13-; 2016/01/20-,43386-573; 43386-574; 43386-575,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ec8a8896-077d-4dee-9e10-97172512c5ed/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ec8a8896-077d-4dee-9e10-97172512c5ed,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ec8a8896-077d-4dee-9e10-97172512c5ed,ec8a8896-077d-4dee-9e10-97172512c5ed
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,204602,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20171031,Central Nervous System Stimulant,,LUPIN PHARMACEUTICALS INC,2015/12/15-,43386-930; 43386-931,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/57fd619e-687d-403c-a77a-3dc3a1bab65a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=57fd619e-687d-403c-a77a-3dc3a1bab65a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=57fd619e-687d-403c-a77a-3dc3a1bab65a,57fd619e-687d-403c-a77a-3dc3a1bab65a
HUMAN PRESCRIPTION DRUG LABEL,"SUSPENSION, EXTENDED RELEASE",ORAL,NDA,202100,Quillivant XR,METHYLPHENIDATE HYDROCHLORIDE,20171017,Central Nervous System Stimulant,1955,NEXTWAVE PHARMACEUTICALS INC,2012/10/01-; 2013/01/04-,24478-190; 24478-200; 24478-205; 24478-210,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e0157005-6e3e-4763-b910-9eb0937608c9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e0157005-6e3e-4763-b910-9eb0937608c9,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e0157005-6e3e-4763-b910-9eb0937608c9,e0157005-6e3e-4763-b910-9eb0937608c9
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,ANDA,206726,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20170829,Central Nervous System Stimulant,2000,MYLAN PHARMACEUTICALS INC,2016/12/29-,0378-8155; 0378-8156; 0378-8157; 0378-8158,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f201c037-5cc8-45e7-a310-b1f63e1d1d74/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f201c037-5cc8-45e7-a310-b1f63e1d1d74,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f201c037-5cc8-45e7-a310-b1f63e1d1d74,f201c037-5cc8-45e7-a310-b1f63e1d1d74
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,207515,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20170627,Central Nervous System Stimulant,2000,AMNEAL PHARMACEUTICALS LLC,2018/02/02-,65162-231; 65162-233; 65162-235; 65162-237,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/34de1806-d921-4d2f-8c7f-03625b717a70/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=34de1806-d921-4d2f-8c7f-03625b717a70,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=34de1806-d921-4d2f-8c7f-03625b717a70,34de1806-d921-4d2f-8c7f-03625b717a70
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,077707;078873,Methylphenidate Hydrochloride (CD),METHYLPHENIDATE HYDROCHLORIDE,20170524,Central Nervous System Stimulant,,TEVA PHARMACEUTICALS USA INC,2012/09/27-,0093-5292; 0093-5293; 0093-5295; 0093-5296; 0093-5297; 0093-5298,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b7941137-6f70-4501-9428-de726b3e7ae8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7941137-6f70-4501-9428-de726b3e7ae8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b7941137-6f70-4501-9428-de726b3e7ae8,b7941137-6f70-4501-9428-de726b3e7ae8
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,89601,Metadate ER,METHYLPHENIDATE HYDROCHLORIDE,20170522,Central Nervous System Stimulant,,UPSTATE PHARMA LLC,2014/11/01-,65580-594,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/084f8412-dab8-4418-91dd-06655cd00206/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=084f8412-dab8-4418-91dd-06655cd00206,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=084f8412-dab8-4418-91dd-06655cd00206,084f8412-dab8-4418-91dd-06655cd00206
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,085799;086428;086429,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20170522,Central Nervous System Stimulant,,UPSTATE PHARMA LLC,2014/11/01-,65580-530; 65580-531; 65580-532,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0945cdf5-0c86-45ed-88cd-d4e7eb12ac6e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0945cdf5-0c86-45ed-88cd-d4e7eb12ac6e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0945cdf5-0c86-45ed-88cd-d4e7eb12ac6e,0945cdf5-0c86-45ed-88cd-d4e7eb12ac6e
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA authorized generic,10187,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20170522,Central Nervous System Stimulant,,BRYANT RANCH PREPACK,1955/12/31-,63629-3166,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/88852b48-44eb-2c21-5f85-fd2b66376b80/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=88852b48-44eb-2c21-5f85-fd2b66376b80,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=88852b48-44eb-2c21-5f85-fd2b66376b80,88852b48-44eb-2c21-5f85-fd2b66376b80
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,202892,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20170222,Central Nervous System Stimulant,,PAR PHARMACEUTICAL,completed:2014/09/23-2021/02/28; completed:2014/09/23-2021/04/30; completed:2014/09/23-2021/05/31,0603-4576; 0603-4577; 0603-4578,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e6f6e86b-01f4-42eb-9054-42c8be1797c8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e6f6e86b-01f4-42eb-9054-42c8be1797c8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e6f6e86b-01f4-42eb-9054-42c8be1797c8,e6f6e86b-01f4-42eb-9054-42c8be1797c8
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,91695,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20170131,Central Nervous System Stimulant,2000,LANNETT COMPANY INC,2013/07/10-; 2013/09/23-,62175-310; 62175-311; 62175-312; 62175-313,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3d1f5aff-5d39-496c-b5ed-7f3c70ec641c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3d1f5aff-5d39-496c-b5ed-7f3c70ec641c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3d1f5aff-5d39-496c-b5ed-7f3c70ec641c,3d1f5aff-5d39-496c-b5ed-7f3c70ec641c
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,79031,Methylphenidate Hydrochloride (LA),METHYLPHENIDATE HYDROCHLORIDE,20170126,Central Nervous System Stimulant,,TEVA PHARMACEUTICALS USA INC,2012/07/16-,0093-5346; 0093-5347; 0093-5348,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/034fb7cd-e183-475e-8beb-64fd88facc8f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=034fb7cd-e183-475e-8beb-64fd88facc8f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=034fb7cd-e183-475e-8beb-64fd88facc8f,034fb7cd-e183-475e-8beb-64fd88facc8f
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA authorized generic,21259,methylphenidate hydrochloride CD,METHYLPHENIDATE HYDROCHLORIDE,20170118,Central Nervous System Stimulant,,KREMERS URBAN PHARMACEUTICALS INC,2003/02/18-; 2003/07/22-; 2003/08/12-; 2006/03/21-,62175-151; 62175-152; 62175-153; 62175-154; 62175-155; 62175-156,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fe0290cd-d183-4a29-a876-d3bd421d9e72/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fe0290cd-d183-4a29-a876-d3bd421d9e72,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fe0290cd-d183-4a29-a876-d3bd421d9e72,fe0290cd-d183-4a29-a876-d3bd421d9e72
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA,21259,Metadate CD,METHYLPHENIDATE HYDROCHLORIDE,20161011,Central Nervous System Stimulant,,UNITHER MANUFACTURING LLC,2003/02/18-; 2003/07/22-; 2003/08/12-; 2006/03/21-,53014-579; 53014-580; 53014-581; 53014-582; 53014-583; 53014-584,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a6aedc40-5725-4bd3-9037-033746e8599e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6aedc40-5725-4bd3-9037-033746e8599e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a6aedc40-5725-4bd3-9037-033746e8599e,a6aedc40-5725-4bd3-9037-033746e8599e
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40220,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20161001,Central Nervous System Stimulant,,ACTAVIS PHARMA INC,completed:1990/01/01-2020/01/31; completed:1990/01/01-2020/02/29; completed:1990/01/01-2020/04/30,0591-5882; 0591-5883; 0591-5884,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a7713510-2a7c-4c34-9fc2-a96fcdd52891/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a7713510-2a7c-4c34-9fc2-a96fcdd52891,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a7713510-2a7c-4c34-9fc2-a96fcdd52891,a7713510-2a7c-4c34-9fc2-a96fcdd52891
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, CHEWABLE",ORAL,ANDA,204115,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20160201,Central Nervous System Stimulant,,NOVEL LABORATORIES INC,2015/02/25-,40032-570; 40032-571; 40032-572,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/16508cc6-13c7-4088-927a-b7206eb7c633/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=16508cc6-13c7-4088-927a-b7206eb7c633,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=16508cc6-13c7-4088-927a-b7206eb7c633,16508cc6-13c7-4088-927a-b7206eb7c633
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,207884,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20160105,Central Nervous System Stimulant,,NOVEL LABORATORIES INC,2015/11/13-,40032-573; 40032-574; 40032-575,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e5e705f5-e4f2-46c0-a157-1b4f7413807e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e5e705f5-e4f2-46c0-a157-1b4f7413807e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e5e705f5-e4f2-46c0-a157-1b4f7413807e,e5e705f5-e4f2-46c0-a157-1b4f7413807e
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,204602,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20150827,Central Nervous System Stimulant,,NOVEL LABORATORIES INC,2015/08/14-,40032-930; 40032-931,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/99981332-4ec7-4260-aa15-cfe38945ff23/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=99981332-4ec7-4260-aa15-cfe38945ff23,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=99981332-4ec7-4260-aa15-cfe38945ff23,99981332-4ec7-4260-aa15-cfe38945ff23
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,085799;086428;086429,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20140106,Central Nervous System Stimulant,,UNITHER MANUFACTURING LLC,1977/12/23-; 1979/04/04-,53014-530; 53014-531; 53014-532,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f04e8194-7077-42cf-99ee-b61e42a76cf0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f04e8194-7077-42cf-99ee-b61e42a76cf0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f04e8194-7077-42cf-99ee-b61e42a76cf0,f04e8194-7077-42cf-99ee-b61e42a76cf0
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,89601,Metadate ER,METHYLPHENIDATE HYDROCHLORIDE,20140106,Central Nervous System Stimulant,,UNITHER MANUFACTURING LLC,1988/06/01-,53014-594,4B3SC438HI,methylphenidate hydrochloride,methylphenidate,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/739bbd64-d9e1-4771-967b-a2cd08f4eaf5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=739bbd64-d9e1-4771-967b-a2cd08f4eaf5,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=739bbd64-d9e1-4771-967b-a2cd08f4eaf5,739bbd64-d9e1-4771-967b-a2cd08f4eaf5
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA,10187,Ritalin,METHYLPHENIDATE HYDROCHLORIDE,20120120,Central Nervous System Stimulant,,PHYSICIANS TOTAL CARE INC,2000/03/10-; completed:1955/12/31-2011/06/30,54868-1706; 54868-2762,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/cd83fc91-47a3-4be4-9727-caf9ec0371e8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cd83fc91-47a3-4be4-9727-caf9ec0371e8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cd83fc91-47a3-4be4-9727-caf9ec0371e8,cd83fc91-47a3-4be4-9727-caf9ec0371e8
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA authorized generic,21121,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20110516,Central Nervous System Stimulant,2000,PHYSICIANS TOTAL CARE INC,2011/06/01-,54868-6261; 54868-6262,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2bfb390f-ba99-4d21-8a9e-50fa8ec217c0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2bfb390f-ba99-4d21-8a9e-50fa8ec217c0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2bfb390f-ba99-4d21-8a9e-50fa8ec217c0,2bfb390f-ba99-4d21-8a9e-50fa8ec217c0
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA,21259,Metadate CD,METHYLPHENIDATE HYDROCHLORIDE,20101101,Central Nervous System Stimulant,,PHYSICIANS TOTAL CARE INC,2002/12/23-; 2005/08/26-; 2011/03/02-,54868-0668; 54868-4718; 54868-5397; 54868-6234,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/be6f8d00-9281-4f67-b8fc-3de58a4d14f4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=be6f8d00-9281-4f67-b8fc-3de58a4d14f4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=be6f8d00-9281-4f67-b8fc-3de58a4d14f4,be6f8d00-9281-4f67-b8fc-3de58a4d14f4
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,NDA,21121,Concerta,METHYLPHENIDATE HYDROCHLORIDE,20101101,Central Nervous System Stimulant,2000,PHYSICIANS TOTAL CARE INC,2003/03/20-; 2003/03/21-; 2003/05/08-; 2003/11/13-,54868-4489; 54868-4759; 54868-4789; 54868-4957,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f63155b9-ea71-4a30-be32-37173f87bcbf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f63155b9-ea71-4a30-be32-37173f87bcbf,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f63155b9-ea71-4a30-be32-37173f87bcbf,f63155b9-ea71-4a30-be32-37173f87bcbf
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,86428,Methylphenidate Hydrochloride,METHYLPHENIDATE HYDROCHLORIDE,20100616,Central Nervous System Stimulant,,PHYSICIANS TOTAL CARE INC,1994/12/16-,54868-3454,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f931d3af-c32a-4406-8799-9b097f41594b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f931d3af-c32a-4406-8799-9b097f41594b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f931d3af-c32a-4406-8799-9b097f41594b,f931d3af-c32a-4406-8799-9b097f41594b
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40300,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,20100201,Central Nervous System Stimulant,,BRYANT RANCH PREPACK,2010/02/01-,63629-3279,4B3SC438HI,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE,207ZZ9QZ49,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0fcdbdb5-4b27-4ef8-aa1c-b72d355def41/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0fcdbdb5-4b27-4ef8-aa1c-b72d355def41,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0fcdbdb5-4b27-4ef8-aa1c-b72d355def41,0fcdbdb5-4b27-4ef8-aa1c-b72d355def41
