dosageforms,routesofadministration,marketingcategory,applicationnumbers,tradename,genericpropernames,mostrecentspldateyyyymmdd,establishedpharmacologicclasses,initialusapproval,company,marketingdatesyyyymmdd,marketyear,ndcs,activeingredientuniis,activeingredients,activemoietynames,activemoietyuniis,fdalabellink,dailymedlink,setid,excipients,type
"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,206223,Remifentanil Hydrochloride,REMIFENTANIL HYDROCHLORIDE,20170901,Opioid Agonist,1996,FRESENIUS KABI USA LLC,2018/01/19-,2018,63323-723; 63323-724; 63323-725,5V444H5WIC,REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL,P10582JYYK,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d2374b84-81c9-44f9-a4a9-1071281b2531/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d2374b84-81c9-44f9-a4a9-1071281b2531,d2374b84-81c9-44f9-a4a9-1071281b2531,,Opioids
"INJECTION, SOLUTION",EPIDURAL; INTRAVENOUS,ANDA,74534,Sufentanil Citrate,SUFENTANIL CITRATE,20190816,Opioid Agonist,1984,HOSPIRA INC,2005/07/26-,2005,0409-3382,S9ZFX8403R,SUFENTANIL CITRATE,SUFENTANIL,AFE2YW0IIZ,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/20293943-46ff-4345-1aa4-929b4e017a25/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=20293943-46ff-4345-1aa4-929b4e017a25,20293943-46ff-4345-1aa4-929b4e017a25,"alpha-tocopherol (vitamin e), hypromellose, polyethylene glycol,, polyethylene oxide",Opioids
INJECTION,EPIDURAL; INTRAVENOUS,ANDA,74413,Sufentanil Citrate,SUFENTANIL CITRATE,20181211,Opioid Agonist,1984,WEST WARD PHARMACEUTICALS CORP,1995/12/15-,1995,0641-6110; 0641-6111; 0641-6112,S9ZFX8403R,SUFENTANIL CITRATE,SUFENTANIL,AFE2YW0IIZ,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/52fc28b9-464a-4173-9d0d-000ed0dbf265/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=52fc28b9-464a-4173-9d0d-000ed0dbf265,52fc28b9-464a-4173-9d0d-000ed0dbf265,,Opioids
INJECTION,EPIDURAL; INTRAVENOUS,NDA,19050,Sufentanil Citrate,SUFENTANIL CITRATE,20171130,Opioid Agonist,1984,AKORN INC,2010/12/01-,2010,17478-050,S9ZFX8403R,Sufentanil Citrate,Sufentanil,AFE2YW0IIZ,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/95e639db-1ca3-4328-b347-7ea348f6cc72/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95e639db-1ca3-4328-b347-7ea348f6cc72,95e639db-1ca3-4328-b347-7ea348f6cc72,,Opioids
"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA,200533,Nucynta ER,TAPENTADOL HYDROCHLORIDE,20190329,Opioid Agonist,2008,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,2017/06/16-,2017,55700-555,71204KII53,TAPENTADOL HYDROCHLORIDE,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8e908885-c71b-4b7e-9b1b-f724279d74c8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8e908885-c71b-4b7e-9b1b-f724279d74c8,8e908885-c71b-4b7e-9b1b-f724279d74c8,,Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,Nucynta,TAPENTADOL HYDROCHLORIDE,20181219,Opioid Agonist,,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,2010/09/29-,2010,35356-525,H8A007M585,TAPENTADOL,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/07c33315-90c9-4a73-bf1d-bca70c7e0ff5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=07c33315-90c9-4a73-bf1d-bca70c7e0ff5,07c33315-90c9-4a73-bf1d-bca70c7e0ff5,"colloidal silicon dioxide, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, stearic acid",Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,NUCYNTA,TAPENTADOL HYDROCHLORIDE,20181030,Opioid Agonist,2008,JANSSEN PHARMACEUTICALS INC,2009/06/01-2020/03/31,2009,50458-820; 50458-830; 50458-840,71204KII53,tapentadol hydrochloride,tapentadol,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/00a8921e-46a6-4df1-a744-9e532b6fb06f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=00a8921e-46a6-4df1-a744-9e532b6fb06f,00a8921e-46a6-4df1-a744-9e532b6fb06f,,Opioids
"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA,200533,Nucynta ER,TAPENTADOL HYDROCHLORIDE,20181030,Opioid Agonist,2008,JANSSEN PHARMACEUTICALS INC,2011/08/25-2020/03/31,2011,50458-860; 50458-861; 50458-862; 50458-863; 50458-864,71204KII53,TAPENTADOL HYDROCHLORIDE,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f4c911f3-484b-44fa-833e-2d970d39be8f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f4c911f3-484b-44fa-833e-2d970d39be8f,f4c911f3-484b-44fa-833e-2d970d39be8f,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized corn starch,, stearic acid",Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,NUCYNTA,TAPENTADOL HYDROCHLORIDE,20180730,Opioid Agonist,2008,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,2009/06/01-,2009,35356-611,71204KII53,tapentadol hydrochloride,tapentadol,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f1e1909b-7f88-440b-a881-417152b64506/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f1e1909b-7f88-440b-a881-417152b64506,f1e1909b-7f88-440b-a881-417152b64506,"ascorbic acid, citric acid, fd&c blue #1, fd&c red #3, grape blend flavor, menthol, methylparaben, propylene glycol, propylparaben, purified water, saccharin sodium, sodium benzoate, sodium citrate, sucrose",Opioids
"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA,200533,Nucynta ER,TAPENTADOL HYDROCHLORIDE,20171214,Opioid Agonist,2008,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,2017/06/16-,2017,55700-565,71204KII53,TAPENTADOL HYDROCHLORIDE,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/86044479-4ad5-435e-9e15-4d7f34a4c320/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86044479-4ad5-435e-9e15-4d7f34a4c320,86044479-4ad5-435e-9e15-4d7f34a4c320,"colloidal silicon dioxide, dibasic calcium phosphate, d&c yellow no",Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,Nucynta,TAPENTADOL HYDROCHLORIDE,20170613,Opioid Agonist,2008,DEPO NF SUB LLC,2017/06/16-,2017,69865-210; 69865-220; 69865-230,71204KII53,TAPENTADOL HYDROCHLORIDE,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ad05d6a0-addc-46e9-a5bd-7892b262b090/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ad05d6a0-addc-46e9-a5bd-7892b262b090,ad05d6a0-addc-46e9-a5bd-7892b262b090,"pregelatinized starch, microcrystalline cellulose, crospovidone, stearic acid, magnesium stearate, silicon dioxide",Opioids
"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA,200533,Nucynta ER,TAPENTADOL HYDROCHLORIDE,20170613,Opioid Agonist,2008,DEPO NF SUB LLC,2017/06/16-,2017,69865-240; 69865-245; 69865-250; 69865-260; 69865-265,71204KII53,TAPENTADOL HYDROCHLORIDE,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/40671852-846e-4bc1-8e15-1f71add24414/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=40671852-846e-4bc1-8e15-1f71add24414,40671852-846e-4bc1-8e15-1f71add24414,,Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,NUCYNTA,TAPENTADOL HYDROCHLORIDE,20160908,Opioid Agonist,2008,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,2011/07/13-,2011,35356-593,71204KII53,tapentadol hydrochloride,tapentadol,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ec2dd06c-0c6f-4e37-b75e-edc4f70646e2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ec2dd06c-0c6f-4e37-b75e-edc4f70646e2,ec2dd06c-0c6f-4e37-b75e-edc4f70646e2,,Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,NUCYNTA,TAPENTADOL HYDROCHLORIDE,20110729,Opioid Agonist,2008,REBEL DISTRIBUTORS CORP,2009/06/01-,2009,21695-069,71204KII53,tapentadol hydrochloride,tapentadol,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7997e6da-7e98-4520-9d1b-0b8341bac64a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7997e6da-7e98-4520-9d1b-0b8341bac64a,7997e6da-7e98-4520-9d1b-0b8341bac64a,"dimethylpolysiloxane, gelatin, iron oxide black, iron oxide red, iron oxide yellow, lactose monohydrate, pregelatinized corn starch, magnesium stearate, shellac,, titanium dioxide",Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,NUCYNTA,TAPENTADOL HYDROCHLORIDE,20100709,Opioid Agonist,2008,STAT RX USA LLC,2009/06/01-,2009,16590-889,71204KII53,TAPENTADOL HYDROCHLORIDE,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ba3db17e-5697-46f0-8fb3-dd19e93e1a08/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ba3db17e-5697-46f0-8fb3-dd19e93e1a08,ba3db17e-5697-46f0-8fb3-dd19e93e1a08,,Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,Nucynta,TAPENTADOL HYDROCHLORIDE,20100324,Opioid Agonist,2008,PHYSICIANS TOTAL CARE INC,2010/03/19-,2010,54868-5979; 54868-6002; 54868-6039,71204KII53,TAPENTADOL HYDROCHLORIDE,TAPENTADOL,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4a6953cd-9d64-4443-b7db-5aef2c81324d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4a6953cd-9d64-4443-b7db-5aef2c81324d,4a6953cd-9d64-4443-b7db-5aef2c81324d,,Opioids
"TABLET, FILM COATED",ORAL,NDA,22304,NUCYNTA,TAPENTADOL HYDROCHLORIDE,20091027,Opioid Agonist,2008,STAT RX USA,2009/06/01-,2009,16590-289; 16590-863,71204KII53,tapentadol hydrochloride,tapentadol,H8A007M585,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e35e8385-db1f-41a8-8307-20979569ac72/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e35e8385-db1f-41a8-8307-20979569ac72,e35e8385-db1f-41a8-8307-20979569ac72,alcohol (9,Opioids
TABLET,ORAL,ANDA,90460,Tramadol Acetaminophen,TRAMADOL ACETAMINOPHEN,20160622,Opioid Agonist,,DIRECT RX,2015/01/01-,2015,61919-335,362O9ITL9D; 9N7R477WCK,ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,ACETAMINOPHEN; TRAMADOL,362O9ITL9D; 39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7d7495c0-f254-4cf5-acbb-a1fe476977ef/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7d7495c0-f254-4cf5-acbb-a1fe476977ef,7d7495c0-f254-4cf5-acbb-a1fe476977ef,"colloidal silicon dioxide, gelatin, iron oxides, lactose (hydrous), magnesium stearate, microcrystalline cellulose, sodium starch glycolate, titanium dioxide",Opioids
"TABLET, EXTENDED RELEASE",ORAL,ANDA,78783,Tramadol ER,TRAMADOL ER,20091027,Opioid Agonist,,STAT RX USA,2009/10/27-,2009,16590-893,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0f799e5c-f782-4f3d-bdb6-52bd413a19cf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0f799e5c-f782-4f3d-bdb6-52bd413a19cf,0f799e5c-f782-4f3d-bdb6-52bd413a19cf,,Opioids
"TABLET, FILM COATED",ORAL,ANDA,90404,Tramadol HCl,TRAMADOL HCL,20171003,Opioid Agonist,,NORTHWIND PHARMACEUTICALS,2017/10/03-,2017,51655-182,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5bee381f-b14a-e62b-e053-2991aa0a3c2b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5bee381f-b14a-e62b-e053-2991aa0a3c2b,5bee381f-b14a-e62b-e053-2991aa0a3c2b,,Opioids
"TABLET, COATED",ORAL,ANDA,76003,Ultram,TRAMADOL HCL,20140214,Opioid Agonist,,NORTHWIND PHARMACEUTICALS,2014/02/13-,2014,51655-185,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3f12e8b3-ccf5-4b7d-a370-9596e5002b10/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3f12e8b3-ccf5-4b7d-a370-9596e5002b10,3f12e8b3-ccf5-4b7d-a370-9596e5002b10,,Opioids
"TABLET, FILM COATED",ORAL,ANDA,202076,Tramadol HCl and Acetaminophen,TRAMADOL HCL AND ACETAMINOPHEN,20160615,Opioid Agonist,,ASCEND LABORATORIES LLC,2016/06/15-,2016,67877-322,362O9ITL9D; 9N7R477WCK,ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,ACETAMINOPHEN; TRAMADOL,362O9ITL9D; 39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/34498c95-abf4-4ff5-8b9d-2e762aab0d20/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=34498c95-abf4-4ff5-8b9d-2e762aab0d20,34498c95-abf4-4ff5-8b9d-2e762aab0d20,"colloidal silicon dioxide, crospovidone, croscarmellose sodium, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch,, stearic acid",Opioids
"TABLET, COATED; TABLET, EXTENDED RELEASE",ORAL,ANDA,076003;200503;201384,TRAMADOL HCL ER; TRAMADOL HYDROCHLORIDE,TRAMADOL HCL; TRAMADOL HYDROCHLORIDE,20190503,Opioid Agonist,,DIRECT RX,2014/01/01-; 2018/06/15-; 2019/05/03-,2014,61919-073; 61919-818; 61919-893,9N7R477WCK,TRAMADOL HYDROCHLORIDE,ANHYDROUS LACTOSE; MONOSTEARYL FUMARATE; TRAMADOL,39J1LGJ30J; 3SY5LH9PMK; X127TT7PK9,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5285f056-c32c-4e7a-bec6-3a726aa23d5a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5285f056-c32c-4e7a-bec6-3a726aa23d5a,5285f056-c32c-4e7a-bec6-3a726aa23d5a,,Opioids
TABLET,ORAL,ANDA,75964,tramadol hydrochloride,TRAMADOL HYDROCHLORIDE,20190919,Opioid Agonist,1995,NORTHSTAR RX LLC,2016/04/06-,2016,16714-481,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a4c64504-b4c4-4fc9-b4a6-0ea45073a167/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a4c64504-b4c4-4fc9-b4a6-0ea45073a167,a4c64504-b4c4-4fc9-b4a6-0ea45073a167,"anhydrous citric acid, ascorbic acid, d&c red # 33, edetate disodium, fd&c blue #1, methylparaben, peach-mint flavor, propylene glycol, propylparaben, purified water, saccharin sodium, sodium benzoate, sodium citrate anhydrous, sodium metabisulfite, sucrose",Opioids
"TABLET, FILM COATED",ORAL,ANDA,203494,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE,20190917,Opioid Agonist,1995,AUROBINDO PHARMA LIMITED,2014/03/31-,2014,65862-667,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/93867bc1-75ac-4194-90b3-d2242c95b3ea/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=93867bc1-75ac-4194-90b3-d2242c95b3ea,93867bc1-75ac-4194-90b3-d2242c95b3ea,"pregelatinized cornstarch, povidone, lactose monohydrate, crospovidone,, stearic acid",Opioids
"TABLET, EXTENDED RELEASE",ORAL,ANDA,204421,Tramadol hydrochloride,TRAMADOL HYDROCHLORIDE,20190916,Opioid Agonist,1995,AUROBINDO PHARMA LIMITED,2015/10/20-,2015,65862-683; 65862-733; 65862-734,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/faae544c-3a4b-453d-a2a5-d80cba8a2395/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=faae544c-3a4b-453d-a2a5-d80cba8a2395,faae544c-3a4b-453d-a2a5-d80cba8a2395,,Opioids
"TABLET, EXTENDED RELEASE",ORAL,ANDA,91607,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,20190813,Opioid Agonist,,SUN PHARMACEUTICAL INDUSTRIES INC,2011/12/30-,2011,47335-531; 47335-533; 47335-537,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/dc420d50-6192-482d-b3da-3be55870a79a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dc420d50-6192-482d-b3da-3be55870a79a,dc420d50-6192-482d-b3da-3be55870a79a,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, microcrystalline cellulose, povidone, pregelatinized cornstarch,, stearic acid",Opioids
"TABLET, EXTENDED RELEASE",ORAL,ANDA,201384,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,20190813,Opioid Agonist,1995,SUN PHARMACEUTICAL INDUSTRIES INC,2011/12/12-,2011,47335-859; 47335-860; 47335-861,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/004de5a4-80f8-4040-a6ea-be5e99352a36/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=004de5a4-80f8-4040-a6ea-be5e99352a36,004de5a4-80f8-4040-a6ea-be5e99352a36,,Opioids
"TABLET, EXTENDED RELEASE",ORAL,ANDA,205257,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE,20190813,Opioid Agonist,1995,MYLAN PHARMACEUTICALS INC,2016/03/16-,2016,0378-4152; 0378-4153; 0378-4154,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c88b97ff-a06b-43a8-bbc3-cd6add9d0cb3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c88b97ff-a06b-43a8-bbc3-cd6add9d0cb3,c88b97ff-a06b-43a8-bbc3-cd6add9d0cb3,,Opioids
"TABLET, EXTENDED RELEASE",ORAL,ANDA,200503,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,20190806,Opioid Agonist,1995,REMEDYREPACK INC,2018/01/09-,2018,70518-0942,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/16053b28-c759-4914-93e6-2de0afe72445/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=16053b28-c759-4914-93e6-2de0afe72445,16053b28-c759-4914-93e6-2de0afe72445,,Opioids
"TABLET, FILM COATED",ORAL,ANDA,75986,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE,20190802,Opioid Agonist,,CARDINAL HEALTH,2011/02/04-,2011,55154-5656,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ca026c60-a160-4e42-bff4-be774526891b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ca026c60-a160-4e42-bff4-be774526891b,ca026c60-a160-4e42-bff4-be774526891b,"microcrystalline cellulose, lactose monohydrate, croscarmellose sodium, povidone, magnesium stearate,, opadry ii, a proprietary film-coating mixture containing polyvinyl alcohol, titanium dioxide, polyethylene glycol, talc, aluminum lake coloring",Opioids
TABLET,ORAL,ANDA,75964,tramadol hydrochloride,TRAMADOL HYDROCHLORIDE,20190731,Opioid Agonist,1995,REMEDYREPACK INC,2017/12/12-,2017,70518-0891,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4a7fffd2-1cda-4288-a3f2-a25761180969/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4a7fffd2-1cda-4288-a3f2-a25761180969,4a7fffd2-1cda-4288-a3f2-a25761180969,,Opioids
"TABLET, EXTENDED RELEASE",ORAL,ANDA,200503,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,20190731,Opioid Agonist,1995,REMEDYREPACK INC,2017/12/04-,2017,70518-0886,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6bb5be12-59ff-40f4-9841-9c7ab93be2ea/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6bb5be12-59ff-40f4-9841-9c7ab93be2ea,6bb5be12-59ff-40f4-9841-9c7ab93be2ea,,Opioids
TABLET,ORAL,ANDA,75964,tramadol hydrochloride,TRAMADOL HYDROCHLORIDE,20190726,Opioid Agonist,,ST MARY S MEDICAL PARK PHARMACY,2014/10/06-,2014,60760-377,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a4ca14c8-758c-41f9-a1b9-9a3d03d05166/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a4ca14c8-758c-41f9-a1b9-9a3d03d05166,a4ca14c8-758c-41f9-a1b9-9a3d03d05166,"anhydrous lactose, colloidal silicon dioxide, magnesium stearate, microcrystalline cellulose, pregelatinized starch,, sodium starch glycolate",Opioids
TABLET,ORAL,ANDA,75964,tramadol hydrochloride,TRAMADOL HYDROCHLORIDE,20190709,Opioid Agonist,1995,SUN PHARMACEUTICAL INDUSTRIES INC,2002/06/22-,2002,57664-377,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/cabccc8a-6f9f-414c-93f0-6dec331ed74b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cabccc8a-6f9f-414c-93f0-6dec331ed74b,cabccc8a-6f9f-414c-93f0-6dec331ed74b,"croscarmellose sodium, magnesium stearate, mannitol,, silicified microcrystalline cellulose",Opioids
"TABLET, COATED",ORAL,ANDA,76003,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE,20190624,Opioid Agonist,,PRECISION DOSE INC,2017/11/22-2019/10/31,2017,68094-017,9N7R477WCK,Tramadol Hydrochloride,Tramadol,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e849d597-37da-44c5-8298-65d16f8de9c0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e849d597-37da-44c5-8298-65d16f8de9c0,e849d597-37da-44c5-8298-65d16f8de9c0,,Opioids
"TABLET, COATED",ORAL,ANDA,76003,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE,20190530,Opioid Agonist,1995,UNIT DOSE SERVICES,2010/11/15-,2010,50436-8787,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/37ce0483-afde-4859-b160-e81c0ecd5506/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=37ce0483-afde-4859-b160-e81c0ecd5506,37ce0483-afde-4859-b160-e81c0ecd5506,"magnesium stearate, microcrystalline cellulose,, starch",Opioids
"TABLET, COATED",ORAL,ANDA,76003,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE,20190524,Opioid Agonist,1995,AMNEAL PHARMACEUTICALS LLC,2010/11/15-,2010,65162-627,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/58b802cb-2443-4f5b-9718-7d54c6d50cb4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=58b802cb-2443-4f5b-9718-7d54c6d50cb4,58b802cb-2443-4f5b-9718-7d54c6d50cb4,,Opioids
"TABLET, FILM COATED",ORAL,ANDA,90404,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,20190514,Opioid Agonist,1995,CADILA HEALTHCARE LIMITED,2011/01/31-,2011,65841-754,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6f3a2ab8-f437-456f-ae35-67a965396052/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6f3a2ab8-f437-456f-ae35-67a965396052,6f3a2ab8-f437-456f-ae35-67a965396052,"magnesium stearate, microcrystalline cellulose,, pregelatinized starch",Opioids
"TABLET, FILM COATED",ORAL,ANDA,90404,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,20190513,Opioid Agonist,,ST MARY S MEDICAL PARK PHARMACY,2011/01/31-,2011,60760-319,9N7R477WCK,TRAMADOL HYDROCHLORIDE,TRAMADOL,39J1LGJ30J,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5f8ba80e-7bd9-18dd-e053-2991aa0a145b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5f8ba80e-7bd9-18dd-e053-2991aa0a145b,5f8ba80e-7bd9-18dd-e053-2991aa0a145b,dehydrated alcohol 63,Opioids
